#
# Mean: -8.54173550e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.54173550e-02       4.801631e-07
      2              500       -8.54173550e-02       6.373952e-07
      5              200       -8.54173550e-02       9.215050e-07
     10              100       -8.54173550e-02       1.168745e-06
     20               50       -8.54173550e-02       1.374423e-06
     50               20       -8.54173550e-02       1.605466e-06
    100               10       -8.54173550e-02       1.278234e-06
    200                5       -8.54173550e-02       1.877394e-06
    300                3       -8.54171623e-02       8.081964e-07
    400                2       -8.54171998e-02       3.520610e-06
# Stocahstic error estimate: 1.605466e-06
#
