#
# Mean: -8.48832726e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.48832726e-02       8.638117e-07
      2              500       -8.48832726e-02       1.142922e-06
      5              200       -8.48832726e-02       1.618349e-06
     10              100       -8.48832726e-02       2.064761e-06
     20               50       -8.48832726e-02       2.572820e-06
     50               20       -8.48832726e-02       3.278790e-06
    100               10       -8.48832726e-02       2.705312e-06
    200                5       -8.48832726e-02       3.306286e-06
    300                3       -8.48822901e-02       4.445843e-06
    400                2       -8.48820780e-02       6.110064e-06
# Stocahstic error estimate: 3.278790e-06
#
