#
# Mean: -4.59302307e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59302307e-02       3.581163e-07
      2              500       -4.59302307e-02       4.857961e-07
      5              200       -4.59302307e-02       7.045820e-07
     10              100       -4.59302307e-02       8.869535e-07
     20               50       -4.59302307e-02       1.111843e-06
     50               20       -4.59302307e-02       1.393380e-06
    100               10       -4.59302307e-02       1.569313e-06
    200                5       -4.59302307e-02       1.429723e-06
    300                3       -4.59308243e-02       2.321761e-06
    400                2       -4.59309932e-02       1.242464e-06
# Stocahstic error estimate: 1.569313e-06
#
