#
# Mean: -8.39876224e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.39876224e-02       1.158149e-06
      2              500       -8.39876224e-02       1.532329e-06
      5              200       -8.39876224e-02       2.224056e-06
     10              100       -8.39876224e-02       2.849968e-06
     20               50       -8.39876224e-02       3.584612e-06
     50               20       -8.39876224e-02       4.568044e-06
    100               10       -8.39876224e-02       4.476900e-06
    200                5       -8.39876224e-02       4.194493e-06
    300                3       -8.39862422e-02       6.106543e-06
    400                2       -8.39850529e-02       5.789208e-06
# Stocahstic error estimate: 4.568044e-06
#
