#
# Mean: -2.44056676e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.44056676e-02       7.199985e-08
      2              500       -2.44056676e-02       9.744275e-08
      5              200       -2.44056676e-02       1.410417e-07
     10              100       -2.44056676e-02       1.801405e-07
     20               50       -2.44056676e-02       2.298625e-07
     50               20       -2.44056676e-02       2.738179e-07
    100               10       -2.44056676e-02       3.188121e-07
    200                5       -2.44056676e-02       3.829528e-07
    300                3       -2.44057376e-02       5.604271e-07
    400                2       -2.44059613e-02       1.876059e-07
# Stocahstic error estimate: 5.604271e-07
#
