#
# Mean: -7.54494600e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.54494600e-02       5.278354e-06
      2              500       -7.54494600e-02       6.496020e-06
      5              200       -7.54494600e-02       8.038965e-06
     10              100       -7.54494600e-02       8.561573e-06
     20               50       -7.54494600e-02       9.075026e-06
     50               20       -7.54494600e-02       7.974759e-06
    100               10       -7.54494600e-02       6.327262e-06
    200                5       -7.54494600e-02       6.562018e-06
    300                3       -7.54472907e-02       7.706569e-06
    400                2       -7.54499134e-02       7.587545e-06
# Stocahstic error estimate: 9.075026e-06
#
