#
# Mean: -3.16870940e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.16870940e-02       2.141035e-07
      2              500       -3.16870940e-02       2.933767e-07
      5              200       -3.16870940e-02       4.370863e-07
     10              100       -3.16870940e-02       5.788775e-07
     20               50       -3.16870940e-02       7.587152e-07
     50               20       -3.16870940e-02       9.616601e-07
    100               10       -3.16870940e-02       9.779805e-07
    200                5       -3.16870940e-02       6.614406e-07
    300                3       -3.16871214e-02       1.473173e-06
    400                2       -3.16873508e-02       8.704194e-07
# Stocahstic error estimate: 9.779805e-07
#
