#
# Mean: -9.35001512e-03
# Block size    # of blocks         Mean                Error
      1             1000       -9.35001512e-03       1.522667e-05
      2              500       -9.35001512e-03       1.993467e-05
      5              200       -9.35001512e-03       2.766990e-05
     10              100       -9.35001512e-03       3.292989e-05
     20               50       -9.35001512e-03       3.750824e-05
     50               20       -9.35001512e-03       5.097140e-05
    100               10       -9.35001512e-03       4.257354e-05
    200                5       -9.35001512e-03       3.979566e-05
    300                3       -9.32686429e-03       1.762716e-05
    400                2       -9.31802942e-03       2.934682e-05
# Stocahstic error estimate: 5.097140e-05
#
