#
# Mean: -2.42451665e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42451665e-02       1.431202e-07
      2              500       -2.42451665e-02       1.938231e-07
      5              200       -2.42451665e-02       2.832843e-07
     10              100       -2.42451665e-02       3.655482e-07
     20               50       -2.42451665e-02       4.549082e-07
     50               20       -2.42451665e-02       5.426504e-07
    100               10       -2.42451665e-02       5.847348e-07
    200                5       -2.42451665e-02       5.434806e-07
    300                3       -2.42450378e-02       9.997270e-07
    400                2       -2.42453569e-02       1.063312e-06
# Stocahstic error estimate: 5.847348e-07
#
