#
# Mean: -1.98144124e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98144124e-02       3.530474e-08
      2              500       -1.98144124e-02       4.786819e-08
      5              200       -1.98144124e-02       6.942495e-08
     10              100       -1.98144124e-02       9.023446e-08
     20               50       -1.98144124e-02       1.147411e-07
     50               20       -1.98144124e-02       1.567270e-07
    100               10       -1.98144124e-02       1.830647e-07
    200                5       -1.98144124e-02       2.086247e-07
    300                3       -1.98144394e-02       1.812576e-07
    400                2       -1.98144428e-02       1.566597e-07
# Stocahstic error estimate: 2.086247e-07
#
