#
# Mean: -7.98254717e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.98254717e-02       2.059875e-06
      2              500       -7.98254717e-02       2.463007e-06
      5              200       -7.98254717e-02       3.091663e-06
     10              100       -7.98254717e-02       3.522253e-06
     20               50       -7.98254717e-02       3.834563e-06
     50               20       -7.98254717e-02       3.786238e-06
    100               10       -7.98254717e-02       2.868171e-06
    200                5       -7.98254717e-02       3.248813e-06
    300                3       -7.98253473e-02       5.683326e-06
    400                2       -7.98239050e-02       1.216258e-06
# Stocahstic error estimate: 3.834563e-06
#
