#
# Mean: -7.97993785e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.97993785e-02       2.281178e-06
      2              500       -7.97993785e-02       2.824199e-06
      5              200       -7.97993785e-02       3.679697e-06
     10              100       -7.97993785e-02       4.228710e-06
     20               50       -7.97993785e-02       4.463135e-06
     50               20       -7.97993785e-02       4.497205e-06
    100               10       -7.97993785e-02       4.871324e-06
    200                5       -7.97993785e-02       3.487647e-06
    300                3       -7.98007082e-02       7.802889e-06
    400                2       -7.97978228e-02       3.234914e-07
# Stocahstic error estimate: 4.497205e-06
#
