#
# Mean: 5.69085685e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69085685e-01       2.151644e-05
      2              500       5.69085685e-01       2.553512e-05
      5              200       5.69085685e-01       3.068755e-05
     10              100       5.69085685e-01       2.975399e-05
     20               50       5.69085685e-01       3.028409e-05
     50               20       5.69085685e-01       2.957501e-05
    100               10       5.69085685e-01       2.562866e-05
    200                5       5.69085685e-01       2.532052e-05
    300                3       5.69098584e-01       1.277778e-05
    400                2       5.69095968e-01       9.016298e-06
# Stocahstic error estimate: 3.068755e-05
#
