#
# Mean: -4.56836350e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.56836350e-02       1.894820e-06
      2              500       -4.56836350e-02       2.353162e-06
      5              200       -4.56836350e-02       3.014803e-06
     10              100       -4.56836350e-02       3.363350e-06
     20               50       -4.56836350e-02       3.746298e-06
     50               20       -4.56836350e-02       3.778330e-06
    100               10       -4.56836350e-02       3.274532e-06
    200                5       -4.56836350e-02       1.304847e-06
    300                3       -4.56836363e-02       5.470858e-07
    400                2       -4.56829183e-02       1.418461e-06
# Stocahstic error estimate: 3.778330e-06
#
