#
# Mean: -4.60430544e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.60430544e-02       3.453743e-07
      2              500       -4.60430544e-02       4.268483e-07
      5              200       -4.60430544e-02       5.774096e-07
     10              100       -4.60430544e-02       7.075946e-07
     20               50       -4.60430544e-02       8.338336e-07
     50               20       -4.60430544e-02       9.964219e-07
    100               10       -4.60430544e-02       7.588612e-07
    200                5       -4.60430544e-02       1.093725e-06
    300                3       -4.60433563e-02       8.693896e-07
    400                2       -4.60435747e-02       2.283955e-06
# Stocahstic error estimate: 9.964219e-07
#
