#
# Mean: -5.45848376e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.45848376e-02       2.240878e-06
      2              500       -5.45848376e-02       2.774398e-06
      5              200       -5.45848376e-02       3.680756e-06
     10              100       -5.45848376e-02       4.035309e-06
     20               50       -5.45848376e-02       4.265556e-06
     50               20       -5.45848376e-02       4.757712e-06
    100               10       -5.45848376e-02       4.238133e-06
    200                5       -5.45848376e-02       4.698308e-06
    300                3       -5.45846306e-02       3.826883e-06
    400                2       -5.45828696e-02       2.957371e-06
# Stocahstic error estimate: 4.757712e-06
#
