#
# Mean: -1.98236592e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98236592e-02       2.160879e-08
      2              500       -1.98236592e-02       2.871350e-08
      5              200       -1.98236592e-02       4.073429e-08
     10              100       -1.98236592e-02       5.192936e-08
     20               50       -1.98236592e-02       6.255009e-08
     50               20       -1.98236592e-02       7.109690e-08
    100               10       -1.98236592e-02       8.764410e-08
    200                5       -1.98236592e-02       9.059733e-08
    300                3       -1.98236269e-02       1.047166e-07
    400                2       -1.98235943e-02       8.253385e-09
# Stocahstic error estimate: 9.059733e-08
#
