#
# Mean: -7.47318384e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.47318384e-03       2.535430e-07
      2              500       -7.47318384e-03       3.165400e-07
      5              200       -7.47318384e-03       4.206893e-07
     10              100       -7.47318384e-03       4.898948e-07
     20               50       -7.47318384e-03       5.655666e-07
     50               20       -7.47318384e-03       7.102024e-07
    100               10       -7.47318384e-03       7.630054e-07
    200                5       -7.47318384e-03       3.680611e-07
    300                3       -7.47288500e-03       9.195362e-07
    400                2       -7.47293720e-03       1.782751e-07
# Stocahstic error estimate: 7.630054e-07
#
