#
# Mean: -2.42451106e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42451106e-02       1.435783e-07
      2              500       -2.42451106e-02       1.957713e-07
      5              200       -2.42451106e-02       2.875761e-07
     10              100       -2.42451106e-02       3.639835e-07
     20               50       -2.42451106e-02       4.565645e-07
     50               20       -2.42451106e-02       5.374553e-07
    100               10       -2.42451106e-02       6.428265e-07
    200                5       -2.42451106e-02       7.130816e-07
    300                3       -2.42449023e-02       7.053374e-07
    400                2       -2.42449517e-02       5.246858e-07
# Stocahstic error estimate: 7.130816e-07
#
