#
# Mean: -1.51446591e-01
# Block size    # of blocks         Mean                Error
      1             1000       -1.51446591e-01       5.005142e-06
      2              500       -1.51446591e-01       6.272111e-06
      5              200       -1.51446591e-01       8.052782e-06
     10              100       -1.51446591e-01       9.547290e-06
     20               50       -1.51446591e-01       1.022474e-05
     50               20       -1.51446591e-01       1.096337e-05
    100               10       -1.51446591e-01       9.204847e-06
    200                5       -1.51446591e-01       1.320246e-05
    300                3       -1.51443651e-01       8.915658e-06
    400                2       -1.51442010e-01       1.041376e-05
# Stocahstic error estimate: 1.096337e-05
#
