#
# Mean: -1.98025323e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.98025323e-02       4.506999e-08
      2              500       -1.98025323e-02       6.096185e-08
      5              200       -1.98025323e-02       8.851640e-08
     10              100       -1.98025323e-02       1.149037e-07
     20               50       -1.98025323e-02       1.442228e-07
     50               20       -1.98025323e-02       1.856927e-07
    100               10       -1.98025323e-02       1.606385e-07
    200                5       -1.98025323e-02       2.134420e-07
    300                3       -1.98025054e-02       2.036816e-07
    400                2       -1.98024315e-02       3.757037e-07
# Stocahstic error estimate: 1.856927e-07
#
