#
# Mean: -1.39483022e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.39483022e-02       2.404947e-07
      2              500       -1.39483022e-02       3.175888e-07
      5              200       -1.39483022e-02       4.439436e-07
     10              100       -1.39483022e-02       5.555666e-07
     20               50       -1.39483022e-02       6.499564e-07
     50               20       -1.39483022e-02       7.984060e-07
    100               10       -1.39483022e-02       7.689080e-07
    200                5       -1.39483022e-02       1.036091e-06
    300                3       -1.39482683e-02       1.672503e-06
    400                2       -1.39478764e-02       6.613638e-07
# Stocahstic error estimate: 7.984060e-07
#
