#
# Mean: 5.69080235e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69080235e-01       1.849648e-05
      2              500       5.69080235e-01       2.176344e-05
      5              200       5.69080235e-01       2.607702e-05
     10              100       5.69080235e-01       2.801227e-05
     20               50       5.69080235e-01       2.898763e-05
     50               20       5.69080235e-01       3.416027e-05
    100               10       5.69080235e-01       3.818772e-05
    200                5       5.69080235e-01       4.930698e-05
    300                3       5.69073409e-01       8.630298e-05
    400                2       5.69061408e-01       6.418017e-05
# Stocahstic error estimate: 2.898763e-05
#
