#
# Mean: -4.62338067e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.62338067e-02       1.505425e-07
      2              500       -4.62338067e-02       1.970524e-07
      5              200       -4.62338067e-02       2.755530e-07
     10              100       -4.62338067e-02       3.517131e-07
     20               50       -4.62338067e-02       3.982144e-07
     50               20       -4.62338067e-02       4.296300e-07
    100               10       -4.62338067e-02       4.553917e-07
    200                5       -4.62338067e-02       4.348761e-07
    300                3       -4.62338839e-02       7.661606e-07
    400                2       -4.62337398e-02       7.302357e-07
# Stocahstic error estimate: 4.553917e-07
#
