#
# Mean: -2.17192644e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.17192644e-02       4.493427e-07
      2              500       -2.17192644e-02       6.345346e-07
      5              200       -2.17192644e-02       1.001994e-06
     10              100       -2.17192644e-02       1.418724e-06
     20               50       -2.17192644e-02       2.017975e-06
     50               20       -2.17192644e-02       3.263923e-06
    100               10       -2.17192644e-02       4.840873e-06
    200                5       -2.17192644e-02       7.571385e-06
    300                3       -2.17171808e-02       1.040557e-05
    400                2       -2.17147980e-02       1.377393e-05
