#
# Mean: -2.43691893e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.43691893e-02       9.540146e-08
      2              500       -2.43691893e-02       1.284268e-07
      5              200       -2.43691893e-02       1.835609e-07
     10              100       -2.43691893e-02       2.196072e-07
     20               50       -2.43691893e-02       2.503508e-07
     50               20       -2.43691893e-02       2.436453e-07
    100               10       -2.43691893e-02       2.278027e-07
    200                5       -2.43691893e-02       2.952042e-07
    300                3       -2.43692168e-02       4.140009e-07
    400                2       -2.43692436e-02       7.007826e-07
# Stocahstic error estimate: 2.503508e-07
#
