#
# Mean: -3.18767952e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18767952e-02       1.238502e-07
      2              500       -3.18767952e-02       1.667268e-07
      5              200       -3.18767952e-02       2.374578e-07
     10              100       -3.18767952e-02       3.032444e-07
     20               50       -3.18767952e-02       3.866885e-07
     50               20       -3.18767952e-02       5.072154e-07
    100               10       -3.18767952e-02       5.375200e-07
    200                5       -3.18767952e-02       4.506609e-07
    300                3       -3.18767313e-02       8.920209e-07
    400                2       -3.18767935e-02       1.271394e-06
# Stocahstic error estimate: 5.375200e-07
#
