#
# Mean: -2.42451771e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.42451771e-02       1.476321e-07
      2              500       -2.42451771e-02       2.016450e-07
      5              200       -2.42451771e-02       2.966366e-07
     10              100       -2.42451771e-02       3.750892e-07
     20               50       -2.42451771e-02       4.588626e-07
     50               20       -2.42451771e-02       5.448281e-07
    100               10       -2.42451771e-02       6.113123e-07
    200                5       -2.42451771e-02       8.005016e-07
    300                3       -2.42451412e-02       6.203893e-07
    400                2       -2.42447294e-02       4.052106e-07
# Stocahstic error estimate: 8.005016e-07
#
