#
# Mean: -3.18342048e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.18342048e-02       1.653690e-07
      2              500       -3.18342048e-02       2.233514e-07
      5              200       -3.18342048e-02       3.226775e-07
     10              100       -3.18342048e-02       4.201472e-07
     20               50       -3.18342048e-02       5.186612e-07
     50               20       -3.18342048e-02       6.374228e-07
    100               10       -3.18342048e-02       7.275805e-07
    200                5       -3.18342048e-02       4.374100e-07
    300                3       -3.18338910e-02       1.159045e-07
    400                2       -3.18338351e-02       1.774028e-07
# Stocahstic error estimate: 7.275805e-07
#
