#
# Mean: -7.63437860e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.63437860e-02       1.410954e-05
      2              500       -7.63437860e-02       1.745895e-05
      5              200       -7.63437860e-02       2.239198e-05
     10              100       -7.63437860e-02       2.562829e-05
     20               50       -7.63437860e-02       2.293455e-05
     50               20       -7.63437860e-02       2.678735e-05
    100               10       -7.63437860e-02       3.022234e-05
    200                5       -7.63437860e-02       3.325695e-05
    300                3       -7.63318630e-02       2.960238e-05
    400                2       -7.63226347e-02       6.459584e-05
# Stocahstic error estimate: 2.562829e-05
#
