#
# Mean: -7.59785660e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.59785660e-03       2.023870e-07
      2              500       -7.59785660e-03       2.504650e-07
      5              200       -7.59785660e-03       3.274693e-07
     10              100       -7.59785660e-03       3.875540e-07
     20               50       -7.59785660e-03       4.184682e-07
     50               20       -7.59785660e-03       4.250270e-07
    100               10       -7.59785660e-03       4.401557e-07
    200                5       -7.59785660e-03       5.751999e-07
    300                3       -7.59784155e-03       8.074688e-07
    400                2       -7.59747777e-03       9.136401e-07
# Stocahstic error estimate: 4.250270e-07
#
