#
# Mean: -3.77825167e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.77825167e-03       4.901509e-08
      2              500       -3.77825167e-03       6.594671e-08
      5              200       -3.77825167e-03       9.429150e-08
     10              100       -3.77825167e-03       1.176390e-07
     20               50       -3.77825167e-03       1.420438e-07
     50               20       -3.77825167e-03       1.544458e-07
    100               10       -3.77825167e-03       1.339396e-07
    200                5       -3.77825167e-03       1.504693e-07
    300                3       -3.77834787e-03       7.243942e-08
    400                2       -3.77838166e-03       4.492933e-08
# Stocahstic error estimate: 1.544458e-07
#
