#
# Mean: -4.60316200e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.60316200e-02       3.305294e-07
      2              500       -4.60316200e-02       4.471170e-07
      5              200       -4.60316200e-02       6.540537e-07
     10              100       -4.60316200e-02       8.386647e-07
     20               50       -4.60316200e-02       1.058113e-06
     50               20       -4.60316200e-02       1.304836e-06
    100               10       -4.60316200e-02       1.349970e-06
    200                5       -4.60316200e-02       6.744624e-07
    300                3       -4.60320728e-02       6.844686e-07
    400                2       -4.60317491e-02       6.865394e-07
# Stocahstic error estimate: 1.349970e-06
#
