#
# Mean: -3.15679731e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.15679731e-02       2.240172e-06
      2              500       -3.15679731e-02       2.786812e-06
      5              200       -3.15679731e-02       3.595656e-06
     10              100       -3.15679731e-02       4.036369e-06
     20               50       -3.15679731e-02       4.429583e-06
     50               20       -3.15679731e-02       3.899804e-06
    100               10       -3.15679731e-02       3.427539e-06
    200                5       -3.15679731e-02       4.008380e-06
    300                3       -3.15666318e-02       5.498251e-06
    400                2       -3.15672446e-02       8.074812e-06
# Stocahstic error estimate: 4.429583e-06
#
