#
# Mean: -7.60331369e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.60331369e-03       2.330895e-07
      2              500       -7.60331369e-03       2.975428e-07
      5              200       -7.60331369e-03       3.937137e-07
     10              100       -7.60331369e-03       4.707131e-07
     20               50       -7.60331369e-03       4.956976e-07
     50               20       -7.60331369e-03       5.441154e-07
    100               10       -7.60331369e-03       5.570204e-07
    200                5       -7.60331369e-03       3.189975e-07
    300                3       -7.60357013e-03       2.615614e-07
    400                2       -7.60354647e-03       1.697221e-07
# Stocahstic error estimate: 5.570204e-07
#
