#
# Mean: -7.36937410e-03
# Block size    # of blocks         Mean                Error
      1             1000       -7.36937410e-03       1.109284e-07
      2              500       -7.36937410e-03       1.499193e-07
      5              200       -7.36937410e-03       2.198407e-07
     10              100       -7.36937410e-03       2.795939e-07
     20               50       -7.36937410e-03       3.513797e-07
     50               20       -7.36937410e-03       4.641837e-07
    100               10       -7.36937410e-03       4.280601e-07
    200                5       -7.36937410e-03       4.771408e-07
    300                3       -7.36941136e-03       7.357350e-07
    400                2       -7.36923281e-03       1.984095e-07
# Stocahstic error estimate: 4.641837e-07
#
