#
# Mean: -1.97982843e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.97982843e-02       4.822014e-08
      2              500       -1.97982843e-02       6.455624e-08
      5              200       -1.97982843e-02       9.339756e-08
     10              100       -1.97982843e-02       1.166623e-07
     20               50       -1.97982843e-02       1.442393e-07
     50               20       -1.97982843e-02       1.631426e-07
    100               10       -1.97982843e-02       2.173581e-07
    200                5       -1.97982843e-02       3.094315e-07
    300                3       -1.97984460e-02       2.535897e-07
    400                2       -1.97985254e-02       3.419622e-07
# Stocahstic error estimate: 3.094315e-07
#
