#
# Mean: -3.16885649e-02
# Block size    # of blocks         Mean                Error
      1             1000       -3.16885649e-02       2.099150e-07
      2              500       -3.16885649e-02       2.843747e-07
      5              200       -3.16885649e-02       4.136509e-07
     10              100       -3.16885649e-02       5.258981e-07
     20               50       -3.16885649e-02       6.573229e-07
     50               20       -3.16885649e-02       7.077220e-07
    100               10       -3.16885649e-02       8.782017e-07
    200                5       -3.16885649e-02       1.326129e-06
    300                3       -3.16885153e-02       1.387426e-06
    400                2       -3.16885517e-02       2.214048e-06
# Stocahstic error estimate: 1.387426e-06
#
