#
# Mean: -4.17925091e-03
# Block size    # of blocks         Mean                Error
      1            10000       -4.17925091e-03       1.415335e-05
      2             5000       -4.17925091e-03       1.710715e-05
      5             2000       -4.17925091e-03       2.055376e-05
     10             1000       -4.17925091e-03       2.250423e-05
     20              500       -4.17925091e-03       2.431086e-05
     50              200       -4.17925091e-03       2.349519e-05
    100              100       -4.17925091e-03       2.423961e-05
    200               50       -4.17925091e-03       2.317564e-05
    300               33       -4.18051160e-03       2.523536e-05
    400               25       -4.17925091e-03       2.331006e-05
    500               20       -4.17925091e-03       2.225132e-05
   1000               10       -4.17925091e-03       2.550871e-05
# Stocahstic error estimate: 2.431086e-05
#
