#
# Mean: -5.51599680e-02
# Block size    # of blocks         Mean                Error
      1             1000       -5.51599680e-02       9.588250e-07
      2              500       -5.51599680e-02       1.210897e-06
      5              200       -5.51599680e-02       1.573926e-06
     10              100       -5.51599680e-02       1.709488e-06
     20               50       -5.51599680e-02       2.001627e-06
     50               20       -5.51599680e-02       1.592736e-06
    100               10       -5.51599680e-02       2.042419e-06
    200                5       -5.51599680e-02       2.290405e-06
    300                3       -5.51601302e-02       2.375601e-06
    400                2       -5.51611241e-02       4.931517e-06
# Stocahstic error estimate: 2.001627e-06
#
