#
# Mean: -1.44550017e-02
# Block size    # of blocks         Mean                Error
      1             1000       -1.44550017e-02       5.614340e-07
      2              500       -1.44550017e-02       6.761654e-07
      5              200       -1.44550017e-02       8.410627e-07
     10              100       -1.44550017e-02       9.723542e-07
     20               50       -1.44550017e-02       9.913998e-07
     50               20       -1.44550017e-02       9.824489e-07
    100               10       -1.44550017e-02       1.194065e-06
    200                5       -1.44550017e-02       1.760225e-06
    300                3       -1.44549739e-02       1.039963e-06
    400                2       -1.44549357e-02       7.233159e-07
# Stocahstic error estimate: 9.913998e-07
#
