#
# Mean: 5.69217721e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69217721e-01       2.659446e-05
      2              500       5.69217721e-01       3.028163e-05
      5              200       5.69217721e-01       3.434915e-05
     10              100       5.69217721e-01       3.620839e-05
     20               50       5.69217721e-01       3.543255e-05
     50               20       5.69217721e-01       3.153561e-05
    100               10       5.69217721e-01       3.196140e-05
    200                5       5.69217721e-01       4.176624e-05
    300                3       5.69227226e-01       4.407049e-05
    400                2       5.69231939e-01       4.901197e-05
# Stocahstic error estimate: 3.620839e-05
#
