#
# Mean: 5.69007315e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69007315e-01       1.610085e-05
      2              500       5.69007315e-01       1.885931e-05
      5              200       5.69007315e-01       2.219771e-05
     10              100       5.69007315e-01       2.466934e-05
     20               50       5.69007315e-01       2.687732e-05
     50               20       5.69007315e-01       2.237588e-05
    100               10       5.69007315e-01       2.145937e-05
    200                5       5.69007315e-01       3.052014e-05
    300                3       5.68999406e-01       1.424842e-05
    400                2       5.69000063e-01       1.579524e-05
# Stocahstic error estimate: 2.687732e-05
#
