#
# Mean: 5.69166310e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69166310e-01       2.268190e-05
      2              500       5.69166310e-01       2.679123e-05
      5              200       5.69166310e-01       3.022797e-05
     10              100       5.69166310e-01       3.224414e-05
     20               50       5.69166310e-01       3.279355e-05
     50               20       5.69166310e-01       3.815060e-05
    100               10       5.69166310e-01       4.464444e-05
    200                5       5.69166310e-01       3.816979e-05
    300                3       5.69182177e-01       5.922778e-05
    400                2       5.69183190e-01       3.267769e-06
# Stocahstic error estimate: 3.279355e-05
#
