#
# Mean: 5.69042899e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69042899e-01       1.672015e-05
      2              500       5.69042899e-01       1.997158e-05
      5              200       5.69042899e-01       2.377102e-05
     10              100       5.69042899e-01       2.658569e-05
     20               50       5.69042899e-01       2.829841e-05
     50               20       5.69042899e-01       2.695918e-05
    100               10       5.69042899e-01       2.810808e-05
    200                5       5.69042899e-01       4.175731e-05
    300                3       5.69047733e-01       5.373504e-05
    400                2       5.69043061e-01       9.486149e-05
# Stocahstic error estimate: 2.829841e-05
#
