#
# Mean: 5.69014292e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69014292e-01       1.833067e-05
      2              500       5.69014292e-01       2.204540e-05
      5              200       5.69014292e-01       2.553153e-05
     10              100       5.69014292e-01       2.864574e-05
     20               50       5.69014292e-01       3.071113e-05
     50               20       5.69014292e-01       3.005852e-05
    100               10       5.69014292e-01       2.785541e-05
    200                5       5.69014292e-01       2.616894e-05
    300                3       5.69008579e-01       4.401766e-05
    400                2       5.69014560e-01       4.018325e-05
# Stocahstic error estimate: 3.071113e-05
#
