#
# Mean: 5.69054796e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69054796e-01       1.776850e-05
      2              500       5.69054796e-01       2.079827e-05
      5              200       5.69054796e-01       2.468799e-05
     10              100       5.69054796e-01       2.569691e-05
     20               50       5.69054796e-01       2.412820e-05
     50               20       5.69054796e-01       2.403301e-05
    100               10       5.69054796e-01       2.623491e-05
    200                5       5.69054796e-01       3.706364e-05
    300                3       5.69054060e-01       5.191624e-05
    400                2       5.69057467e-01       8.971408e-05
# Stocahstic error estimate: 2.569691e-05
#
