#
# Mean: 5.69066253e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69066253e-01       1.830746e-05
      2              500       5.69066253e-01       2.230346e-05
      5              200       5.69066253e-01       2.645136e-05
     10              100       5.69066253e-01       2.832191e-05
     20               50       5.69066253e-01       3.184192e-05
     50               20       5.69066253e-01       3.752971e-05
    100               10       5.69066253e-01       4.963859e-05
    200                5       5.69066253e-01       5.288999e-05
    300                3       5.69056327e-01       5.532327e-05
    400                2       5.69044184e-01       1.166996e-04
# Stocahstic error estimate: 5.532327e-05
#
