#
# Mean: 5.69067388e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69067388e-01       2.176855e-05
      2              500       5.69067388e-01       2.602844e-05
      5              200       5.69067388e-01       3.208755e-05
     10              100       5.69067388e-01       3.672355e-05
     20               50       5.69067388e-01       3.844817e-05
     50               20       5.69067388e-01       3.823963e-05
    100               10       5.69067388e-01       3.488893e-05
    200                5       5.69067388e-01       3.686693e-05
    300                3       5.69053973e-01       4.326852e-05
    400                2       5.69056827e-01       8.438440e-05
# Stocahstic error estimate: 3.844817e-05
#
