#
# Mean: 5.69020862e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69020862e-01       1.674454e-05
      2              500       5.69020862e-01       1.979022e-05
      5              200       5.69020862e-01       2.459869e-05
     10              100       5.69020862e-01       2.543797e-05
     20               50       5.69020862e-01       2.475490e-05
     50               20       5.69020862e-01       2.639463e-05
    100               10       5.69020862e-01       2.515668e-05
    200                5       5.69020862e-01       1.644459e-05
    300                3       5.69011820e-01       1.025318e-05
    400                2       5.69030410e-01       3.395423e-06
# Stocahstic error estimate: 2.543797e-05
#
