#
# Mean: 5.69085288e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69085288e-01       1.974017e-05
      2              500       5.69085288e-01       2.341698e-05
      5              200       5.69085288e-01       2.640773e-05
     10              100       5.69085288e-01       2.703474e-05
     20               50       5.69085288e-01       2.928440e-05
     50               20       5.69085288e-01       3.058116e-05
    100               10       5.69085288e-01       2.609626e-05
    200                5       5.69085288e-01       2.135334e-05
    300                3       5.69079865e-01       4.234599e-05
    400                2       5.69092286e-01       3.334187e-05
# Stocahstic error estimate: 2.703474e-05
#
