#
# Mean: 5.69037449e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69037449e-01       1.757115e-05
      2              500       5.69037449e-01       2.044009e-05
      5              200       5.69037449e-01       2.383542e-05
     10              100       5.69037449e-01       2.610669e-05
     20               50       5.69037449e-01       2.648562e-05
     50               20       5.69037449e-01       2.888807e-05
    100               10       5.69037449e-01       3.364552e-05
    200                5       5.69037449e-01       4.218990e-05
    300                3       5.69040649e-01       2.024163e-05
    400                2       5.69043220e-01       4.607818e-05
# Stocahstic error estimate: 2.648562e-05
#
