#
# Mean: 5.69070150e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69070150e-01       1.847627e-05
      2              500       5.69070150e-01       2.227293e-05
      5              200       5.69070150e-01       2.541339e-05
     10              100       5.69070150e-01       2.713112e-05
     20               50       5.69070150e-01       3.315832e-05
     50               20       5.69070150e-01       3.841712e-05
    100               10       5.69070150e-01       4.581836e-05
    200                5       5.69070150e-01       6.920226e-05
    300                3       5.69095966e-01       3.802123e-05
    400                2       5.69107957e-01       2.940943e-05
# Stocahstic error estimate: 6.920226e-05
#
