#
# Mean: 5.69106708e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69106708e-01       1.950482e-05
      2              500       5.69106708e-01       2.298595e-05
      5              200       5.69106708e-01       2.601302e-05
     10              100       5.69106708e-01       2.721506e-05
     20               50       5.69106708e-01       2.803521e-05
     50               20       5.69106708e-01       2.877187e-05
    100               10       5.69106708e-01       1.951475e-05
    200                5       5.69106708e-01       1.662075e-05
    300                3       5.69116269e-01       9.476619e-06
    400                2       5.69117189e-01       2.128050e-05
# Stocahstic error estimate: 2.721506e-05
#
