#
# Mean: 5.69109537e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69109537e-01       1.770719e-05
      2              500       5.69109537e-01       2.115459e-05
      5              200       5.69109537e-01       2.517991e-05
     10              100       5.69109537e-01       2.715559e-05
     20               50       5.69109537e-01       2.490765e-05
     50               20       5.69109537e-01       3.074022e-05
    100               10       5.69109537e-01       2.254373e-05
    200                5       5.69109537e-01       3.022414e-05
    300                3       5.69117506e-01       2.849365e-05
    400                2       5.69117586e-01       7.252453e-05
# Stocahstic error estimate: 2.715559e-05
#
