#
# Mean: 5.69132542e-01
# Block size    # of blocks         Mean                Error
      1             1000       5.69132542e-01       2.090130e-05
      2              500       5.69132542e-01       2.478126e-05
      5              200       5.69132542e-01       2.930154e-05
     10              100       5.69132542e-01       3.124813e-05
     20               50       5.69132542e-01       3.304755e-05
     50               20       5.69132542e-01       3.306748e-05
    100               10       5.69132542e-01       3.179838e-05
    200                5       5.69132542e-01       3.847712e-05
    300                3       5.69132549e-01       2.008015e-05
    400                2       5.69122015e-01       3.767136e-05
# Stocahstic error estimate: 3.306748e-05
#
