#
# Mean: -3.88029255e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.88029255e-03       1.176028e-07
      2              500       -3.88029255e-03       1.499659e-07
      5              200       -3.88029255e-03       2.024366e-07
     10              100       -3.88029255e-03       2.512439e-07
     20               50       -3.88029255e-03       2.611596e-07
     50               20       -3.88029255e-03       3.052213e-07
    100               10       -3.88029255e-03       3.808275e-07
    200                5       -3.88029255e-03       5.199825e-07
    300                3       -3.88046155e-03       2.055385e-07
    400                2       -3.88073224e-03       4.147745e-07
# Stocahstic error estimate: 2.611596e-07
#
