#
# Mean: -8.18777724e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.18777724e-02       1.562574e-06
      2              500       -8.18777724e-02       2.054211e-06
      5              200       -8.18777724e-02       2.812854e-06
     10              100       -8.18777724e-02       3.506711e-06
     20               50       -8.18777724e-02       4.140926e-06
     50               20       -8.18777724e-02       4.770398e-06
    100               10       -8.18777724e-02       5.265763e-06
    200                5       -8.18777724e-02       7.643662e-06
    300                3       -8.18780995e-02       9.377937e-06
    400                2       -8.18784656e-02       7.300011e-06
# Stocahstic error estimate: 9.377937e-06
#
