#
# Mean: -2.17091398e-02
# Block size    # of blocks         Mean                Error
      1             1000       -2.17091398e-02       1.444812e-07
      2              500       -2.17091398e-02       1.985924e-07
      5              200       -2.17091398e-02       2.956460e-07
     10              100       -2.17091398e-02       3.978455e-07
     20               50       -2.17091398e-02       5.236657e-07
     50               20       -2.17091398e-02       7.021995e-07
    100               10       -2.17091398e-02       8.515386e-07
    200                5       -2.17091398e-02       1.000448e-06
    300                3       -2.17092817e-02       7.873672e-07
    400                2       -2.17097097e-02       2.797122e-07
# Stocahstic error estimate: 1.000448e-06
#
