#
# Mean: -3.96200336e-03
# Block size    # of blocks         Mean                Error
      1             1000       -3.96200336e-03       8.202853e-08
      2              500       -3.96200336e-03       1.046310e-07
      5              200       -3.96200336e-03       1.423182e-07
     10              100       -3.96200336e-03       1.740433e-07
     20               50       -3.96200336e-03       2.062519e-07
     50               20       -3.96200336e-03       2.201321e-07
    100               10       -3.96200336e-03       2.501910e-07
    200                5       -3.96200336e-03       2.392991e-07
    300                3       -3.96198089e-03       3.360777e-07
    400                2       -3.96187908e-03       9.732835e-08
# Stocahstic error estimate: 2.501910e-07
#
