#
# Mean: -4.59715320e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.59715320e-02       3.208457e-07
      2              500       -4.59715320e-02       4.397998e-07
      5              200       -4.59715320e-02       6.542073e-07
     10              100       -4.59715320e-02       8.538954e-07
     20               50       -4.59715320e-02       1.120230e-06
     50               20       -4.59715320e-02       1.433862e-06
    100               10       -4.59715320e-02       1.351750e-06
    200                5       -4.59715320e-02       7.329282e-07
    300                3       -4.59713855e-02       1.745850e-06
    400                2       -4.59712525e-02       4.256269e-07
# Stocahstic error estimate: 1.433862e-06
#
