#
# Mean: -8.52507942e-02
# Block size    # of blocks         Mean                Error
      1             1000       -8.52507942e-02       6.663872e-07
      2              500       -8.52507942e-02       8.967180e-07
      5              200       -8.52507942e-02       1.313453e-06
     10              100       -8.52507942e-02       1.676955e-06
     20               50       -8.52507942e-02       2.143330e-06
     50               20       -8.52507942e-02       2.585958e-06
    100               10       -8.52507942e-02       2.945608e-06
    200                5       -8.52507942e-02       2.029564e-06
    300                3       -8.52498067e-02       3.433625e-06
    400                2       -8.52511106e-02       2.343934e-06
# Stocahstic error estimate: 2.945608e-06
#
