#
# Mean: -4.61652772e-02
# Block size    # of blocks         Mean                Error
      1             1000       -4.61652772e-02       3.007980e-07
      2              500       -4.61652772e-02       4.054163e-07
      5              200       -4.61652772e-02       5.777323e-07
     10              100       -4.61652772e-02       7.155975e-07
     20               50       -4.61652772e-02       8.655768e-07
     50               20       -4.61652772e-02       7.969358e-07
    100               10       -4.61652772e-02       7.912501e-07
    200                5       -4.61652772e-02       6.251341e-07
    300                3       -4.61647858e-02       7.812988e-07
    400                2       -4.61651238e-02       1.090823e-06
# Stocahstic error estimate: 8.655768e-07
#
