#
# Mean: -7.96145441e-02
# Block size    # of blocks         Mean                Error
      1             1000       -7.96145441e-02       3.184825e-06
      2              500       -7.96145441e-02       3.896220e-06
      5              200       -7.96145441e-02       4.737932e-06
     10              100       -7.96145441e-02       5.372845e-06
     20               50       -7.96145441e-02       5.931008e-06
     50               20       -7.96145441e-02       5.707772e-06
    100               10       -7.96145441e-02       6.781173e-06
    200                5       -7.96145441e-02       7.159922e-06
    300                3       -7.96136820e-02       6.982323e-06
    400                2       -7.96146353e-02       1.956165e-05
# Stocahstic error estimate: 5.931008e-06
#
